,cluster_main_first_word,cluster_prelast_second_word,cluster_last_third_word,cosine_simil_first_sec,cosine_simil_sec_third,cosine_simil_first_third,min_cosine_sim,max_cosine_sim,joke_tokenized,id_joke
1150,some man,me,my,tensor(0.3162),tensor(0.4504),tensor(0.2989),tensor(0.2989),tensor(0.4504),"[CLS] after years of na gging , the wife was finally going deer hunting with her husband . "" i will drop you off here and go park the car . do not get into trouble , "" says her husband . he drove the car down the road and parked it . walking back he could hear a heated argument between his wife and some man . "" it my deer . i shot it ! "" he could hear his wife shouting . the man voice kept insisting . . . "" that not your deer , lady ! "" the husband started walking faster . his wife said "" it is too , my deer . i shot it and it mine . "" "" no it not ! "" said the man . the argument got louder and louder with his wife shouting about her killing her first deer . finally , the weary voice of the man was heard admitting defeat , "" okay , lady , it your deer . just let me get my saddle off it . . . "" [SEP]",642
1151,a heated argument between his wife and some man,the argument,-,tensor(0.4712),0,0,0,0,"[CLS] after years of na gging , the wife was finally going deer hunting with her husband . "" i will drop you off here and go park the car . do not get into trouble , "" says her husband . he drove the car down the road and parked it . walking back he could hear a heated argument between his wife and some man . "" it my deer . i shot it ! "" he could hear his wife shouting . the man voice kept insisting . . . "" that not your deer , lady ! "" the husband started walking faster . his wife said "" it is too , my deer . i shot it and it mine . "" "" no it not ! "" said the man . the argument got louder and louder with his wife shouting about her killing her first deer . finally , the weary voice of the man was heard admitting defeat , "" okay , lady , it your deer . just let me get my saddle off it . . . "" [SEP]",642
1152,the man voice,the weary voice of the man,-,tensor(0.5983),0,0,0,0,"[CLS] after years of na gging , the wife was finally going deer hunting with her husband . "" i will drop you off here and go park the car . do not get into trouble , "" says her husband . he drove the car down the road and parked it . walking back he could hear a heated argument between his wife and some man . "" it my deer . i shot it ! "" he could hear his wife shouting . the man voice kept insisting . . . "" that not your deer , lady ! "" the husband started walking faster . his wife said "" it is too , my deer . i shot it and it mine . "" "" no it not ! "" said the man . the argument got louder and louder with his wife shouting about her killing her first deer . finally , the weary voice of the man was heard admitting defeat , "" okay , lady , it your deer . just let me get my saddle off it . . . "" [SEP]",642
1153,one woman,she,my,tensor(0.2665),tensor(0.1722),tensor(0.1954),tensor(0.1722),tensor(0.2665),"[CLS] one woman had always wanted to take a bath in a tub filled with warm milk . so she called the dairy man out to measure the tub and find out how much milk she would need and how much it would cost . he began measuring and asked her , "" do you want it paste urized ? "" and she said , "" no , just up to my bo som would be fine . "" [SEP]",643
1154,a tub filled with warm milk,the tub,it,tensor(0.4790),tensor(0.3357),tensor(0.6047),tensor(0.3357),tensor(0.6047),"[CLS] one woman had always wanted to take a bath in a tub filled with warm milk . so she called the dairy man out to measure the tub and find out how much milk she would need and how much it would cost . he began measuring and asked her , "" do you want it paste urized ? "" and she said , "" no , just up to my bo som would be fine . "" [SEP]",643
1155,the dairy man,he,-,tensor(0.3975),0,0,0,0,"[CLS] one woman had always wanted to take a bath in a tub filled with warm milk . so she called the dairy man out to measure the tub and find out how much milk she would need and how much it would cost . he began measuring and asked her , "" do you want it paste urized ? "" and she said , "" no , just up to my bo som would be fine . "" [SEP]",643
1156,god,oh god,-,tensor(0.2729),0,0,0,0,"[CLS] a man pray s to god every friday : "" oh god let me win the state lottery ! "" one day a voice comes to him and says : "" come on , give me a chance ! buy a lottery ticket ! "" [SEP]",644
1157,a man,me,him,tensor(0.3822),tensor(0.2930),tensor(0.6994),tensor(0.2930),tensor(0.6994),"[CLS] a man pray s to god every friday : "" oh god let me win the state lottery ! "" one day a voice comes to him and says : "" come on , give me a chance ! buy a lottery ticket ! "" [SEP]",644
1158,a voice,me,-,tensor(0.3109),0,0,0,0,"[CLS] a man pray s to god every friday : "" oh god let me win the state lottery ! "" one day a voice comes to him and says : "" come on , give me a chance ! buy a lottery ticket ! "" [SEP]",644
1159,a city fell er,i,the ind ignant city dwell er,tensor(0.2924),tensor(0.3143),tensor(0.6592),tensor(0.2924),tensor(0.6592),"[CLS] a city fell er goes to a dude ranch and arrives in the evening . making conversation with the cow - hand , he asks "" are we going to be driving that bunch of cows over there ? "" "" herd "" is the cow hand reply . "" heard ? heard of what ? "" asks the city slick er . "" herd of cows "" replies the cow - hand . "" ' course i have heard of cows , "" says the ind ignant city dwell er . "" there a bunch of ' em right over there ! "" [SEP]",647
1160,the cow - hand,the cow hand,the cow - hand,tensor(0.5919),tensor(0.6148),tensor(0.7494),tensor(0.5919),tensor(0.7494),"[CLS] a city fell er goes to a dude ranch and arrives in the evening . making conversation with the cow - hand , he asks "" are we going to be driving that bunch of cows over there ? "" "" herd "" is the cow hand reply . "" heard ? heard of what ? "" asks the city slick er . "" herd of cows "" replies the cow - hand . "" ' course i have heard of cows , "" says the ind ignant city dwell er . "" there a bunch of ' em right over there ! "" [SEP]",647
1161,that bunch of cows,a bunch of ' em,-,tensor(0.7344),0,0,0,0,"[CLS] a city fell er goes to a dude ranch and arrives in the evening . making conversation with the cow - hand , he asks "" are we going to be driving that bunch of cows over there ? "" "" herd "" is the cow hand reply . "" heard ? heard of what ? "" asks the city slick er . "" herd of cows "" replies the cow - hand . "" ' course i have heard of cows , "" says the ind ignant city dwell er . "" there a bunch of ' em right over there ! "" [SEP]",647
1162,three men,their,they,tensor(0.3845),tensor(0.2961),tensor(0.4708),tensor(0.2961),tensor(0.4708),"[CLS] three men were on a boat and they wanted a smoke . they had a packet of cigarettes , but no matches . so how did they get to have their smoke ? do not know ? simple . they threw one of the cigarettes overboard and then the boat was a cigarette lighter ! [SEP]",648
1163,cigarettes,the cigarettes,-,tensor(0.3843),0,0,0,0,"[CLS] three men were on a boat and they wanted a smoke . they had a packet of cigarettes , but no matches . so how did they get to have their smoke ? do not know ? simple . they threw one of the cigarettes overboard and then the boat was a cigarette lighter ! [SEP]",648
1164,a boat,the boat,-,tensor(0.4970),0,0,0,0,"[CLS] three men were on a boat and they wanted a smoke . they had a packet of cigarettes , but no matches . so how did they get to have their smoke ? do not know ? simple . they threw one of the cigarettes overboard and then the boat was a cigarette lighter ! [SEP]",648
1165,a cock er span iel limp,i,my,tensor(0.3624),tensor(0.0357),tensor(0.0460),tensor(0.0357),tensor(0.3624),"[CLS] a cock er span iel limp s into a bar and says to the bartender , "" i am looking for the man who shot my paw . "" [SEP]",649
1166,the doctor,doctor,doctor,tensor(0.4006),tensor(0.2679),tensor(0.7451),tensor(0.2679),tensor(0.7451),"[CLS] a man goes to see the doctor : "" doctor , doctor i feel like a cowboy ! "" doctor asks : "" mmm mm m , and how long have you felt this way ? "" the man answers : "" about a ye ee ee eh aa aa aa a ! "" [SEP]",650
1167,a man,you,the man,tensor(0.3290),tensor(0.3168),tensor(0.5645),tensor(0.3168),tensor(0.5645),"[CLS] a man goes to see the doctor : "" doctor , doctor i feel like a cowboy ! "" doctor asks : "" mmm mm m , and how long have you felt this way ? "" the man answers : "" about a ye ee ee eh aa aa aa a ! "" [SEP]",650
1168,a man in a balloon,you,the fellow,tensor(0.3183),tensor(0.2907),tensor(0.3367),tensor(0.2907),tensor(0.3367),"[CLS] a man in a balloon calls down to a fellow on the ground . "" where am i ? "" , he asks . "" you are in a balloon "" , the fellow replies . "" you must be a software engineer "" , says the man in the balloon - "" for where else could i receive such a useless , yet technically correct answer ? "" the fellow on the ground yells , back : "" very good guess ! i am a software engineer - you must be a manager ! "" the startled man in the balloon admits this is true and asks how the fellow on the ground knew this . "" because you do not know where you are , or where you are going , and are still in the same situation you were before asking for my help - but now you have somehow managed to make it my fault "" , the fellow replied . [SEP]",651
1169,a balloon,the balloon,the balloon,tensor(0.3606),tensor(0.3603),tensor(0.4069),tensor(0.3603),tensor(0.4069),"[CLS] a man in a balloon calls down to a fellow on the ground . "" where am i ? "" , he asks . "" you are in a balloon "" , the fellow replies . "" you must be a software engineer "" , says the man in the balloon - "" for where else could i receive such a useless , yet technically correct answer ? "" the fellow on the ground yells , back : "" very good guess ! i am a software engineer - you must be a manager ! "" the startled man in the balloon admits this is true and asks how the fellow on the ground knew this . "" because you do not know where you are , or where you are going , and are still in the same situation you were before asking for my help - but now you have somehow managed to make it my fault "" , the fellow replied . [SEP]",651
1170,a fellow on the ground,my,my,tensor(0.3124),tensor(0.3869),tensor(0.2395),tensor(0.2395),tensor(0.3869),"[CLS] a man in a balloon calls down to a fellow on the ground . "" where am i ? "" , he asks . "" you are in a balloon "" , the fellow replies . "" you must be a software engineer "" , says the man in the balloon - "" for where else could i receive such a useless , yet technically correct answer ? "" the fellow on the ground yells , back : "" very good guess ! i am a software engineer - you must be a manager ! "" the startled man in the balloon admits this is true and asks how the fellow on the ground knew this . "" because you do not know where you are , or where you are going , and are still in the same situation you were before asking for my help - but now you have somehow managed to make it my fault "" , the fellow replied . [SEP]",651
1171,be,this,this,tensor(0.1384),tensor(0.2340),tensor(0.3052),tensor(0.1384),tensor(0.3052),"[CLS] a man in a balloon calls down to a fellow on the ground . "" where am i ? "" , he asks . "" you are in a balloon "" , the fellow replies . "" you must be a software engineer "" , says the man in the balloon - "" for where else could i receive such a useless , yet technically correct answer ? "" the fellow on the ground yells , back : "" very good guess ! i am a software engineer - you must be a manager ! "" the startled man in the balloon admits this is true and asks how the fellow on the ground knew this . "" because you do not know where you are , or where you are going , and are still in the same situation you were before asking for my help - but now you have somehow managed to make it my fault "" , the fellow replied . [SEP]",651
1172,mommy broom s and daddy broom s,they,-,tensor(0.6222),0,0,0,0,[CLS] how do mommy broom s and daddy broom s make baby broom s ? they sweep together ! [SEP],656
1173,johnny,i,i,tensor(0.2413),tensor(0.3380),tensor(0.2722),tensor(0.2413),tensor(0.3380),"[CLS] johnny was having trouble in math , so his parents sent him to catholic private school . on the first day he came rushing back home and started working furiously on his math . he did the same after supper . his mother was impressed and commented to him , "" wow , johnny , you are really working hard ! "" johnny looked up and said , "" well , when i went in there and saw that guy nailed to the plus sign , i just knew they were ' nt messing around . "" [SEP]",657
1174,a scientist who thought he knew everything,he,him,tensor(0.3613),tensor(0.2252),tensor(0.2144),tensor(0.2144),tensor(0.3613),"[CLS] a scientist who thought he knew everything was going on a business trip . on the airplane , he sat next to a lady . he asked her , "" do you want to play a game where i ask you a question and if you can not answer , you give me 5 dollars and then you ask me a question and i give you 5 dollars if i can not answer ? "" "" no . "" "" how about if when i can not answer , i give you 1000 dollars , but if you can not answer , you only have to give me 5 dollars ? "" "" no "" "" how about if i can not answer , i give you two 00 0 dollars ? "" "" ok "" "" what is the top speed of an indian fruit bat ? "" the lady gave him 5 dollars and asked him , "" what has legs going up a hill , legs at the top , and legs coming down ? "" the man searched in every resource he had and eventually gave up and gave the lady two 00 0 dollars , then asked , "" what is the answer ? "" the lady gave him 5 dollars . [SEP]",659
1175,a lady,the lady,the lady,tensor(0.2426),tensor(0.3390),tensor(0.5133),tensor(0.2426),tensor(0.5133),"[CLS] a scientist who thought he knew everything was going on a business trip . on the airplane , he sat next to a lady . he asked her , "" do you want to play a game where i ask you a question and if you can not answer , you give me 5 dollars and then you ask me a question and i give you 5 dollars if i can not answer ? "" "" no . "" "" how about if when i can not answer , i give you 1000 dollars , but if you can not answer , you only have to give me 5 dollars ? "" "" no "" "" how about if i can not answer , i give you two 00 0 dollars ? "" "" ok "" "" what is the top speed of an indian fruit bat ? "" the lady gave him 5 dollars and asked him , "" what has legs going up a hill , legs at the top , and legs coming down ? "" the man searched in every resource he had and eventually gave up and gave the lady two 00 0 dollars , then asked , "" what is the answer ? "" the lady gave him 5 dollars . [SEP]",659
1176,a guy,his,the guy,tensor(0.2693),tensor(0.2041),tensor(0.5453),tensor(0.2041),tensor(0.5453),"[CLS] a guy goes into a restaurant on christmas morning for breakfast . the waitress serves him his eggs benedict on a large and very shiny , metal plate . the guy says , what is with this plate ? the waitress says : "" it christmas , and there no plates like chrome for the holland ais e . "" [SEP]",660
1177,"a large and very shiny , metal plate",this plate,-,tensor(0.5483),0,0,0,0,"[CLS] a guy goes into a restaurant on christmas morning for breakfast . the waitress serves him his eggs benedict on a large and very shiny , metal plate . the guy says , what is with this plate ? the waitress says : "" it christmas , and there no plates like chrome for the holland ais e . "" [SEP]",660
1178,the waitress,the waitress,-,tensor(0.5033),0,0,0,0,"[CLS] a guy goes into a restaurant on christmas morning for breakfast . the waitress serves him his eggs benedict on a large and very shiny , metal plate . the guy says , what is with this plate ? the waitress says : "" it christmas , and there no plates like chrome for the holland ais e . "" [SEP]",660
1179,christmas,christmas,-,tensor(0.3307),0,0,0,0,"[CLS] a guy goes into a restaurant on christmas morning for breakfast . the waitress serves him his eggs benedict on a large and very shiny , metal plate . the guy says , what is with this plate ? the waitress says : "" it christmas , and there no plates like chrome for the holland ais e . "" [SEP]",660
1180,a victor,his,-,tensor(0.5247),0,0,0,0,"[CLS] a victor was out playing golf with his good friend john . after a few holes , john was getting frustrated as he was not that good a golfer . finally , when he missed an easy put t he blurted out , "" damn , i missed the bug ger ! "" . [SEP]",661
1181,his good friend john,he,i,tensor(0.4731),tensor(0.3810),tensor(0.4660),tensor(0.3810),tensor(0.4731),"[CLS] a victor was out playing golf with his good friend john . after a few holes , john was getting frustrated as he was not that good a golfer . finally , when he missed an easy put t he blurted out , "" damn , i missed the bug ger ! "" . [SEP]",661
1182,otter s,they,-,tensor(0.4564),0,0,0,0,[CLS] what do otter s say when they get stuck in sea weed ? ? ke lp ! ! ke lp ! ! [SEP],662
1183,a couple,them,the couple,tensor(0.3285),tensor(0.3642),tensor(0.5190),tensor(0.3285),tensor(0.5190),"[CLS] a couple is vacation ing somewhere in france . one fine afternoon , they visit a historic church . they climb up to the bell tower to take a few pictures , and there they find a little hu nch - backed man . "" hello , "" they greet him , but he ignores them and cries : "" i must ring the bell ! "" he then runs face first into the enormous church bell , ringing it , and then falls from the tower to his death below . "" who was that ? "" the man asks his wife . "" i am not sure , "" she answers , "" but his face certainly rings a bell . "" follow up : the next day the couple returns to the tower . a second hu nch - back , id ent icle to the first , appears and ex claim s : "" i must ring the bell ! "" he runs into the bell , falls from the tower , and dies . "" well , who was that ? "" the man wonders , to which his wife replies : "" i do not know . . . but he was a dead ring er for the other guy . "" [SEP]",663
1184,a little hu nch - backed man,that,his,tensor(0.3778),tensor(0.2220),tensor(0.2897),tensor(0.2220),tensor(0.3778),"[CLS] a couple is vacation ing somewhere in france . one fine afternoon , they visit a historic church . they climb up to the bell tower to take a few pictures , and there they find a little hu nch - backed man . "" hello , "" they greet him , but he ignores them and cries : "" i must ring the bell ! "" he then runs face first into the enormous church bell , ringing it , and then falls from the tower to his death below . "" who was that ? "" the man asks his wife . "" i am not sure , "" she answers , "" but his face certainly rings a bell . "" follow up : the next day the couple returns to the tower . a second hu nch - back , id ent icle to the first , appears and ex claim s : "" i must ring the bell ! "" he runs into the bell , falls from the tower , and dies . "" well , who was that ? "" the man wonders , to which his wife replies : "" i do not know . . . but he was a dead ring er for the other guy . "" [SEP]",663
1185,the bell,the bell,the bell,tensor(0.6591),tensor(0.4350),tensor(0.3224),tensor(0.3224),tensor(0.6591),"[CLS] a couple is vacation ing somewhere in france . one fine afternoon , they visit a historic church . they climb up to the bell tower to take a few pictures , and there they find a little hu nch - backed man . "" hello , "" they greet him , but he ignores them and cries : "" i must ring the bell ! "" he then runs face first into the enormous church bell , ringing it , and then falls from the tower to his death below . "" who was that ? "" the man asks his wife . "" i am not sure , "" she answers , "" but his face certainly rings a bell . "" follow up : the next day the couple returns to the tower . a second hu nch - back , id ent icle to the first , appears and ex claim s : "" i must ring the bell ! "" he runs into the bell , falls from the tower , and dies . "" well , who was that ? "" the man wonders , to which his wife replies : "" i do not know . . . but he was a dead ring er for the other guy . "" [SEP]",663
1186,the bell tower,the tower,the tower,tensor(0.5186),tensor(0.4523),tensor(0.3846),tensor(0.3846),tensor(0.5186),"[CLS] a couple is vacation ing somewhere in france . one fine afternoon , they visit a historic church . they climb up to the bell tower to take a few pictures , and there they find a little hu nch - backed man . "" hello , "" they greet him , but he ignores them and cries : "" i must ring the bell ! "" he then runs face first into the enormous church bell , ringing it , and then falls from the tower to his death below . "" who was that ? "" the man asks his wife . "" i am not sure , "" she answers , "" but his face certainly rings a bell . "" follow up : the next day the couple returns to the tower . a second hu nch - back , id ent icle to the first , appears and ex claim s : "" i must ring the bell ! "" he runs into the bell , falls from the tower , and dies . "" well , who was that ? "" the man wonders , to which his wife replies : "" i do not know . . . but he was a dead ring er for the other guy . "" [SEP]",663
1187,the man,the man,his,tensor(0.3492),tensor(0.3603),tensor(0.3531),tensor(0.3492),tensor(0.3603),"[CLS] a couple is vacation ing somewhere in france . one fine afternoon , they visit a historic church . they climb up to the bell tower to take a few pictures , and there they find a little hu nch - backed man . "" hello , "" they greet him , but he ignores them and cries : "" i must ring the bell ! "" he then runs face first into the enormous church bell , ringing it , and then falls from the tower to his death below . "" who was that ? "" the man asks his wife . "" i am not sure , "" she answers , "" but his face certainly rings a bell . "" follow up : the next day the couple returns to the tower . a second hu nch - back , id ent icle to the first , appears and ex claim s : "" i must ring the bell ! "" he runs into the bell , falls from the tower , and dies . "" well , who was that ? "" the man wonders , to which his wife replies : "" i do not know . . . but he was a dead ring er for the other guy . "" [SEP]",663
1188,his wife,his wife,i,tensor(0.6376),tensor(0.3541),tensor(0.3675),tensor(0.3541),tensor(0.6376),"[CLS] a couple is vacation ing somewhere in france . one fine afternoon , they visit a historic church . they climb up to the bell tower to take a few pictures , and there they find a little hu nch - backed man . "" hello , "" they greet him , but he ignores them and cries : "" i must ring the bell ! "" he then runs face first into the enormous church bell , ringing it , and then falls from the tower to his death below . "" who was that ? "" the man asks his wife . "" i am not sure , "" she answers , "" but his face certainly rings a bell . "" follow up : the next day the couple returns to the tower . a second hu nch - back , id ent icle to the first , appears and ex claim s : "" i must ring the bell ! "" he runs into the bell , falls from the tower , and dies . "" well , who was that ? "" the man wonders , to which his wife replies : "" i do not know . . . but he was a dead ring er for the other guy . "" [SEP]",663
1189,i,that,he,tensor(0.4714),tensor(0.2920),tensor(0.3816),tensor(0.2920),tensor(0.4714),"[CLS] a couple is vacation ing somewhere in france . one fine afternoon , they visit a historic church . they climb up to the bell tower to take a few pictures , and there they find a little hu nch - backed man . "" hello , "" they greet him , but he ignores them and cries : "" i must ring the bell ! "" he then runs face first into the enormous church bell , ringing it , and then falls from the tower to his death below . "" who was that ? "" the man asks his wife . "" i am not sure , "" she answers , "" but his face certainly rings a bell . "" follow up : the next day the couple returns to the tower . a second hu nch - back , id ent icle to the first , appears and ex claim s : "" i must ring the bell ! "" he runs into the bell , falls from the tower , and dies . "" well , who was that ? "" the man wonders , to which his wife replies : "" i do not know . . . but he was a dead ring er for the other guy . "" [SEP]",663
1190,a man,i,the man,tensor(0.2910),tensor(0.3689),tensor(0.3793),tensor(0.2910),tensor(0.3793),"[CLS] a man was driving a convertible with three pen quin s in the back seat . he stopped at a gas station and said to the attendant , "" i have been driving around with these penguins for days now . i do not know what to do with them . "" "" why do not you take them to the zoo ? "" the attendant suggested . "" that a great idea . thanks ! "" said the man . a week later the same guy stops at the same gas station - the penguins are still in the back seat . the attendant says to him , "" hey , i thought you were going to take them to the zoo ? "" "" i did , "" the man replied . "" we had a blast - today we are going to the beach ! "" [SEP]",665
1191,three pen quin s,the penguins,them,tensor(0.5695),tensor(0.3547),tensor(0.4584),tensor(0.3547),tensor(0.5695),"[CLS] a man was driving a convertible with three pen quin s in the back seat . he stopped at a gas station and said to the attendant , "" i have been driving around with these penguins for days now . i do not know what to do with them . "" "" why do not you take them to the zoo ? "" the attendant suggested . "" that a great idea . thanks ! "" said the man . a week later the same guy stops at the same gas station - the penguins are still in the back seat . the attendant says to him , "" hey , i thought you were going to take them to the zoo ? "" "" i did , "" the man replied . "" we had a blast - today we are going to the beach ! "" [SEP]",665
1192,the attendant,the attendant,i,tensor(0.4251),tensor(0.2270),tensor(0.2444),tensor(0.2270),tensor(0.4251),"[CLS] a man was driving a convertible with three pen quin s in the back seat . he stopped at a gas station and said to the attendant , "" i have been driving around with these penguins for days now . i do not know what to do with them . "" "" why do not you take them to the zoo ? "" the attendant suggested . "" that a great idea . thanks ! "" said the man . a week later the same guy stops at the same gas station - the penguins are still in the back seat . the attendant says to him , "" hey , i thought you were going to take them to the zoo ? "" "" i did , "" the man replied . "" we had a blast - today we are going to the beach ! "" [SEP]",665
1193,suggested,that,-,tensor(0.5063),0,0,0,0,"[CLS] a man was driving a convertible with three pen quin s in the back seat . he stopped at a gas station and said to the attendant , "" i have been driving around with these penguins for days now . i do not know what to do with them . "" "" why do not you take them to the zoo ? "" the attendant suggested . "" that a great idea . thanks ! "" said the man . a week later the same guy stops at the same gas station - the penguins are still in the back seat . the attendant says to him , "" hey , i thought you were going to take them to the zoo ? "" "" i did , "" the man replied . "" we had a blast - today we are going to the beach ! "" [SEP]",665
1194,a gas station,the same gas station,-,tensor(0.6114),0,0,0,0,"[CLS] a man was driving a convertible with three pen quin s in the back seat . he stopped at a gas station and said to the attendant , "" i have been driving around with these penguins for days now . i do not know what to do with them . "" "" why do not you take them to the zoo ? "" the attendant suggested . "" that a great idea . thanks ! "" said the man . a week later the same guy stops at the same gas station - the penguins are still in the back seat . the attendant says to him , "" hey , i thought you were going to take them to the zoo ? "" "" i did , "" the man replied . "" we had a blast - today we are going to the beach ! "" [SEP]",665
1195,the back seat,the back seat,-,tensor(0.7109),0,0,0,0,"[CLS] a man was driving a convertible with three pen quin s in the back seat . he stopped at a gas station and said to the attendant , "" i have been driving around with these penguins for days now . i do not know what to do with them . "" "" why do not you take them to the zoo ? "" the attendant suggested . "" that a great idea . thanks ! "" said the man . a week later the same guy stops at the same gas station - the penguins are still in the back seat . the attendant says to him , "" hey , i thought you were going to take them to the zoo ? "" "" i did , "" the man replied . "" we had a blast - today we are going to the beach ! "" [SEP]",665
1196,the zoo,the zoo,-,tensor(0.6298),0,0,0,0,"[CLS] a man was driving a convertible with three pen quin s in the back seat . he stopped at a gas station and said to the attendant , "" i have been driving around with these penguins for days now . i do not know what to do with them . "" "" why do not you take them to the zoo ? "" the attendant suggested . "" that a great idea . thanks ! "" said the man . a week later the same guy stops at the same gas station - the penguins are still in the back seat . the attendant says to him , "" hey , i thought you were going to take them to the zoo ? "" "" i did , "" the man replied . "" we had a blast - today we are going to the beach ! "" [SEP]",665
1197,we,we,-,tensor(0.4704),0,0,0,0,"[CLS] a man was driving a convertible with three pen quin s in the back seat . he stopped at a gas station and said to the attendant , "" i have been driving around with these penguins for days now . i do not know what to do with them . "" "" why do not you take them to the zoo ? "" the attendant suggested . "" that a great idea . thanks ! "" said the man . a week later the same guy stops at the same gas station - the penguins are still in the back seat . the attendant says to him , "" hey , i thought you were going to take them to the zoo ? "" "" i did , "" the man replied . "" we had a blast - today we are going to the beach ! "" [SEP]",665
1198,an elderly couple,we,we,tensor(0.3240),tensor(0.3234),tensor(0.4048),tensor(0.3234),tensor(0.4048),"[CLS] an elderly couple was on a cruise and it was really stormy . they were standing on the back of the boat watching the moon , when a wave came up and washed the old woman overboard . they searched for days and couldn ' t find her , so the captain sent the old man back to shore with the promise that he would not ify him as soon as they found something . three weeks went by and finally the old man got a fa x from the boat . it read : "" sir , sorry to inform you , we found your wife dead at the bottom of the ocean . we hauled her up to the deck and attached to her rear was an oyster and in it was a pearl worth 5000 0 dollars , . . . please advise . "" the old man fa xed back : "" send me the pearl and re - bait the trap . "" [SEP]",666
1199,the old woman,her,her,tensor(0.3036),tensor(0.4346),tensor(0.3090),tensor(0.3036),tensor(0.4346),"[CLS] an elderly couple was on a cruise and it was really stormy . they were standing on the back of the boat watching the moon , when a wave came up and washed the old woman overboard . they searched for days and couldn ' t find her , so the captain sent the old man back to shore with the promise that he would not ify him as soon as they found something . three weeks went by and finally the old man got a fa x from the boat . it read : "" sir , sorry to inform you , we found your wife dead at the bottom of the ocean . we hauled her up to the deck and attached to her rear was an oyster and in it was a pearl worth 5000 0 dollars , . . . please advise . "" the old man fa xed back : "" send me the pearl and re - bait the trap . "" [SEP]",666
1200,the captain,he,-,tensor(0.4375),0,0,0,0,"[CLS] an elderly couple was on a cruise and it was really stormy . they were standing on the back of the boat watching the moon , when a wave came up and washed the old woman overboard . they searched for days and couldn ' t find her , so the captain sent the old man back to shore with the promise that he would not ify him as soon as they found something . three weeks went by and finally the old man got a fa x from the boat . it read : "" sir , sorry to inform you , we found your wife dead at the bottom of the ocean . we hauled her up to the deck and attached to her rear was an oyster and in it was a pearl worth 5000 0 dollars , . . . please advise . "" the old man fa xed back : "" send me the pearl and re - bait the trap . "" [SEP]",666
1201,the old man,the old man,me,tensor(0.5239),tensor(0.2470),tensor(0.2800),tensor(0.2470),tensor(0.5239),"[CLS] an elderly couple was on a cruise and it was really stormy . they were standing on the back of the boat watching the moon , when a wave came up and washed the old woman overboard . they searched for days and couldn ' t find her , so the captain sent the old man back to shore with the promise that he would not ify him as soon as they found something . three weeks went by and finally the old man got a fa x from the boat . it read : "" sir , sorry to inform you , we found your wife dead at the bottom of the ocean . we hauled her up to the deck and attached to her rear was an oyster and in it was a pearl worth 5000 0 dollars , . . . please advise . "" the old man fa xed back : "" send me the pearl and re - bait the trap . "" [SEP]",666
1202,the boat,the boat,-,tensor(0.3241),0,0,0,0,"[CLS] an elderly couple was on a cruise and it was really stormy . they were standing on the back of the boat watching the moon , when a wave came up and washed the old woman overboard . they searched for days and couldn ' t find her , so the captain sent the old man back to shore with the promise that he would not ify him as soon as they found something . three weeks went by and finally the old man got a fa x from the boat . it read : "" sir , sorry to inform you , we found your wife dead at the bottom of the ocean . we hauled her up to the deck and attached to her rear was an oyster and in it was a pearl worth 5000 0 dollars , . . . please advise . "" the old man fa xed back : "" send me the pearl and re - bait the trap . "" [SEP]",666
1203,a fa x,it,-,tensor(0.3650),0,0,0,0,"[CLS] an elderly couple was on a cruise and it was really stormy . they were standing on the back of the boat watching the moon , when a wave came up and washed the old woman overboard . they searched for days and couldn ' t find her , so the captain sent the old man back to shore with the promise that he would not ify him as soon as they found something . three weeks went by and finally the old man got a fa x from the boat . it read : "" sir , sorry to inform you , we found your wife dead at the bottom of the ocean . we hauled her up to the deck and attached to her rear was an oyster and in it was a pearl worth 5000 0 dollars , . . . please advise . "" the old man fa xed back : "" send me the pearl and re - bait the trap . "" [SEP]",666
1204,an oyster,it,-,tensor(0.6648),0,0,0,0,"[CLS] an elderly couple was on a cruise and it was really stormy . they were standing on the back of the boat watching the moon , when a wave came up and washed the old woman overboard . they searched for days and couldn ' t find her , so the captain sent the old man back to shore with the promise that he would not ify him as soon as they found something . three weeks went by and finally the old man got a fa x from the boat . it read : "" sir , sorry to inform you , we found your wife dead at the bottom of the ocean . we hauled her up to the deck and attached to her rear was an oyster and in it was a pearl worth 5000 0 dollars , . . . please advise . "" the old man fa xed back : "" send me the pearl and re - bait the trap . "" [SEP]",666
1205,a pearl worth 5000 0 dollars,the pearl,-,tensor(0.3560),0,0,0,0,"[CLS] an elderly couple was on a cruise and it was really stormy . they were standing on the back of the boat watching the moon , when a wave came up and washed the old woman overboard . they searched for days and couldn ' t find her , so the captain sent the old man back to shore with the promise that he would not ify him as soon as they found something . three weeks went by and finally the old man got a fa x from the boat . it read : "" sir , sorry to inform you , we found your wife dead at the bottom of the ocean . we hauled her up to the deck and attached to her rear was an oyster and in it was a pearl worth 5000 0 dollars , . . . please advise . "" the old man fa xed back : "" send me the pearl and re - bait the trap . "" [SEP]",666
1206,the other,your,-,tensor(0.2463),0,0,0,0,"[CLS] two mag pies were sitting on the telegraph wires . one turned to the other and said "" do not those long words tick le your bum ? "" [SEP]",667
